holeid,x,y,z,MD,TVD,GM
Unkown-2,691636.55,5072723.06,-3069.02,3205.0,3205.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3074.02,3210.0,3210.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3079.02,3215.0,3215.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3084.02,3220.0,3220.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3089.02,3225.0,3225.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3094.02,3230.0,3230.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3099.02,3235.0,3235.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3104.02,3240.0,3240.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3109.02,3245.0,3245.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3114.02,3250.0,3250.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3119.02,3255.0,3255.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3124.02,3260.0,3260.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3129.02,3265.0,3265.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3134.02,3270.0,3270.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3139.02,3275.0,3275.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3144.02,3280.0,3280.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3149.02,3285.0,3285.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3154.02,3290.0,3290.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3159.02,3295.0,3295.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3164.02,3300.0,3300.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3169.02,3305.0,3305.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3174.02,3310.0,3310.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3179.02,3315.0,3315.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3184.02,3320.0,3320.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3189.02,3325.0,3325.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3194.02,3330.0,3330.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3199.02,3335.0,3335.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3204.02,3340.0,3340.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3209.02,3345.0,3345.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3214.02,3350.0,3350.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3219.02,3355.0,3355.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3224.02,3360.0,3360.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3229.02,3365.0,3365.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3234.02,3370.0,3370.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3239.02,3375.0,3375.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3244.02,3380.0,3380.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3249.02,3385.0,3385.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3254.02,3390.0,3390.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3259.02,3395.0,3395.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3264.02,3400.0,3400.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3269.02,3405.0,3405.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3274.02,3410.0,3410.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3279.02,3415.0,3415.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3284.02,3420.0,3420.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3289.02,3425.0,3425.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3294.02,3430.0,3430.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3299.02,3435.0,3435.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3304.02,3440.0,3440.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3309.02,3445.0,3445.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3314.02,3450.0,3450.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3319.02,3455.0,3455.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3324.02,3460.0,3460.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3329.02,3465.0,3465.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3334.02,3470.0,3470.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3339.02,3475.0,3475.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3344.02,3480.0,3480.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3349.02,3485.0,3485.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3354.02,3490.0,3490.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3359.02,3495.0,3495.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3364.02,3500.0,3500.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3369.02,3505.0,3505.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3374.02,3510.0,3510.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3379.02,3515.0,3515.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3384.02,3520.0,3520.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3389.02,3525.0,3525.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3394.02,3530.0,3530.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3399.02,3535.0,3535.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3404.02,3540.0,3540.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3409.02,3545.0,3545.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3414.02,3550.0,3550.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3419.02,3555.0,3555.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3424.02,3560.0,3560.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3429.02,3565.0,3565.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3434.02,3570.0,3570.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3439.02,3575.0,3575.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3444.02,3580.0,3580.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3449.02,3585.0,3585.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3454.02,3590.0,3590.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3459.02,3595.0,3595.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3464.02,3600.0,3600.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3469.02,3605.0,3605.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3474.02,3610.0,3610.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3479.02,3615.0,3615.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3484.02,3620.0,3620.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3489.02,3625.0,3625.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3494.02,3630.0,3630.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3499.02,3635.0,3635.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3504.02,3640.0,3640.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3509.02,3645.0,3645.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3514.02,3650.0,3650.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3519.02,3655.0,3655.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3524.02,3660.0,3660.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3529.02,3665.0,3665.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3534.02,3670.0,3670.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3539.02,3675.0,3675.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3544.02,3680.0,3680.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3549.02,3685.0,3685.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3554.02,3690.0,3690.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3559.02,3695.0,3695.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3564.02,3700.0,3700.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3569.02,3705.0,3705.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3574.02,3710.0,3710.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3579.02,3715.0,3715.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3584.02,3720.0,3720.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3589.02,3725.0,3725.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3594.02,3730.0,3730.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3599.02,3735.0,3735.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3604.02,3740.0,3740.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3609.02,3745.0,3745.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3614.02,3750.0,3750.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3619.02,3755.0,3755.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3624.02,3760.0,3760.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3629.02,3765.0,3765.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3634.02,3770.0,3770.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3639.02,3775.0,3775.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3644.02,3780.0,3780.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3649.02,3785.0,3785.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3654.02,3790.0,3790.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3659.02,3795.0,3795.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3664.02,3800.0,3800.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3669.02,3805.0,3805.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3674.02,3810.0,3810.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3679.02,3815.0,3815.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3684.02,3820.0,3820.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3689.02,3825.0,3825.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3694.02,3830.0,3830.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3699.02,3835.0,3835.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3704.02,3840.0,3840.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3709.02,3845.0,3845.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3714.02,3850.0,3850.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3719.02,3855.0,3855.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3724.02,3860.0,3860.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3729.02,3865.0,3865.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3734.02,3870.0,3870.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3739.02,3875.0,3875.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3744.02,3880.0,3880.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3749.02,3885.0,3885.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3754.02,3890.0,3890.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3759.02,3895.0,3895.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3764.02,3900.0,3900.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3769.02,3905.0,3905.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3774.02,3910.0,3910.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3779.02,3915.0,3915.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3784.02,3920.0,3920.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3789.02,3925.0,3925.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3794.02,3930.0,3930.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3799.02,3935.0,3935.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3804.02,3940.0,3940.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3809.02,3945.0,3945.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3814.02,3950.0,3950.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3819.02,3955.0,3955.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3824.02,3960.0,3960.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3829.02,3965.0,3965.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3834.02,3970.0,3970.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3839.02,3975.0,3975.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3844.02,3980.0,3980.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3849.02,3985.0,3985.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3854.02,3990.0,3990.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3859.02,3995.0,3995.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3864.02,4000.0,4000.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3869.02,4005.0,4005.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3874.02,4010.0,4010.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3879.02,4015.0,4015.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3884.02,4020.0,4020.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3889.02,4025.0,4025.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3894.02,4030.0,4030.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3899.02,4035.0,4035.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3904.02,4040.0,4040.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3909.02,4045.0,4045.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3914.02,4050.0,4050.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3919.02,4055.0,4055.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3924.02,4060.0,4060.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3929.02,4065.0,4065.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3934.02,4070.0,4070.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3939.02,4075.0,4075.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3944.02,4080.0,4080.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3949.02,4085.0,4085.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3954.02,4090.0,4090.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3959.02,4095.0,4095.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3964.02,4100.0,4100.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3969.02,4105.0,4105.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3974.02,4110.0,4110.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3979.02,4115.0,4115.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3984.02,4120.0,4120.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3989.02,4125.0,4125.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3994.02,4130.0,4130.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-3999.02,4135.0,4135.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4004.02,4140.0,4140.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4009.02,4145.0,4145.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4014.02,4150.0,4150.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4019.02,4155.0,4155.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4024.02,4160.0,4160.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4029.02,4165.0,4165.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4034.02,4170.0,4170.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4039.02,4175.0,4175.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4044.02,4180.0,4180.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4049.02,4185.0,4185.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4054.02,4190.0,4190.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4059.02,4195.0,4195.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4064.02,4200.0,4200.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4069.02,4205.0,4205.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4074.02,4210.0,4210.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4079.02,4215.0,4215.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4084.02,4220.0,4220.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4089.02,4225.0,4225.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4094.02,4230.0,4230.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4099.02,4235.0,4235.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4104.02,4240.0,4240.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4109.02,4245.0,4245.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4114.02,4250.0,4250.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4119.02,4255.0,4255.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4124.02,4260.0,4260.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4129.02,4265.0,4265.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4134.02,4270.0,4270.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4139.02,4275.0,4275.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4144.02,4280.0,4280.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4149.02,4285.0,4285.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4154.02,4290.0,4290.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4159.02,4295.0,4295.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4164.02,4300.0,4300.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4169.02,4305.0,4305.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4174.02,4310.0,4310.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4179.02,4315.0,4315.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4184.02,4320.0,4320.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4189.02,4325.0,4325.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4194.02,4330.0,4330.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4199.02,4335.0,4335.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4204.02,4340.0,4340.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4209.02,4345.0,4345.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4214.02,4350.0,4350.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4219.02,4355.0,4355.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4224.02,4360.0,4360.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4229.02,4365.0,4365.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4234.02,4370.0,4370.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4239.02,4375.0,4375.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4244.02,4380.0,4380.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4249.02,4385.0,4385.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4254.02,4390.0,4390.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4259.02,4395.0,4395.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4264.02,4400.0,4400.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4269.02,4405.0,4405.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4274.02,4410.0,4410.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4279.02,4415.0,4415.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4284.02,4420.0,4420.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4289.02,4425.0,4425.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4294.02,4430.0,4430.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4299.02,4435.0,4435.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4304.02,4440.0,4440.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4309.02,4445.0,4445.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4314.02,4450.0,4450.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4319.02,4455.0,4455.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4324.02,4460.0,4460.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4329.02,4465.0,4465.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4334.02,4470.0,4470.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4339.02,4475.0,4475.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4344.02,4480.0,4480.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4349.02,4485.0,4485.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4354.02,4490.0,4490.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4359.02,4495.0,4495.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4364.02,4500.0,4500.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4369.02,4505.0,4505.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4374.02,4510.0,4510.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4379.02,4515.0,4515.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4384.02,4520.0,4520.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4389.02,4525.0,4525.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4394.02,4530.0,4530.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4399.02,4535.0,4535.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4404.02,4540.0,4540.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4409.02,4545.0,4545.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4414.02,4550.0,4550.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4419.02,4555.0,4555.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4424.02,4560.0,4560.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4429.02,4565.0,4565.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4434.02,4570.0,4570.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4439.02,4575.0,4575.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4444.02,4580.0,4580.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4449.02,4585.0,4585.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4454.02,4590.0,4590.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4459.02,4595.0,4595.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4464.02,4600.0,4600.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4469.02,4605.0,4605.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4474.02,4610.0,4610.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4479.02,4615.0,4615.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4484.02,4620.0,4620.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4489.02,4625.0,4625.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4494.02,4630.0,4630.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4499.02,4635.0,4635.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4504.02,4640.0,4640.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4509.02,4645.0,4645.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4514.02,4650.0,4650.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4519.02,4655.0,4655.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4524.02,4660.0,4660.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4529.02,4665.0,4665.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4534.02,4670.0,4670.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4539.02,4675.0,4675.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4544.02,4680.0,4680.0,MOSLAVACKA GORA
Unkown-2,691636.55,5072723.06,-4549.02,4685.0,4685.0,MOSLAVACKA GORA
