holeid,x,y,z,TVD,TEMP,GM
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4105.11,4320.0,136.601163749,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4110.11,4325.0,136.610980316,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4115.11,4330.0,136.620742414,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4120.11,4335.0,136.630450512,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4125.11,4340.0,136.640105075,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4130.11,4345.0,136.649706562,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4135.11,4350.0,136.659255425,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4140.11,4355.0,136.668752112,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4145.11,4360.0,136.678197064,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4150.11,4365.0,136.687590717,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4155.11,4370.0,136.696935251,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4160.11,4375.0,136.706227559,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4165.11,4380.0,136.715469846,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4170.11,4385.0,136.724662525,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4175.11,4390.0,136.733806007,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4180.11,4395.0,136.742900698,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4185.11,4400.0,136.751946998,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4190.11,4405.0,136.760945302,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4195.11,4410.0,136.769896001,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4200.11,4415.0,136.778799481,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4205.11,4420.0,136.787656125,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4210.11,4425.0,136.796466309,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4215.11,4430.0,136.805230406,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4220.11,4435.0,136.813948785,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4225.11,4440.0,136.822621811,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4230.11,4445.0,136.831249842,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4235.11,4450.0,136.839833237,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4240.11,4455.0,136.848372346,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4245.11,4460.0,136.856867518,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4250.11,4465.0,136.865319096,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4255.11,4470.0,136.873727422,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4260.11,4475.0,136.882092831,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4265.11,4480.0,136.890415657,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4270.11,4485.0,136.898696229,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4275.11,4490.0,136.906934872,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4280.11,4495.0,136.915131908,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4285.11,4500.0,136.923287655,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4290.11,4505.0,136.931402429,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4295.11,4510.0,136.939476541,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4300.11,4515.0,136.9475103,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4305.11,4520.0,136.955493008,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4310.11,4525.0,136.963447112,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4315.11,4530.0,136.971361766,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4320.11,4535.0,136.979237264,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4325.11,4540.0,136.9870739,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4330.11,4545.0,136.994871962,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4335.11,4550.0,137.002631736,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-4340.11,4555.0,137.010353507,4
SUHOPOLJE-1,693135.92,5073660.97,113.73,0.0,43.453081649,3
SUHOPOLJE-1,693135.92,5073660.97,108.73,5.0,43.4809072,3
SUHOPOLJE-1,693135.92,5073660.97,103.73,10.0,43.5089968175,3
SUHOPOLJE-1,693135.92,5073660.97,98.73,15.0,43.5373567344,3
SUHOPOLJE-1,693135.92,5073660.97,93.73,20.0,43.5659894623,3
SUHOPOLJE-1,693135.92,5073660.97,88.73,25.0,43.5948975305,3
SUHOPOLJE-1,693135.92,5073660.97,83.73,30.0,43.6240834857,3
SUHOPOLJE-1,693135.92,5073660.97,78.73,35.0,43.6535498918,3
SUHOPOLJE-1,693135.92,5073660.97,73.73,40.0,43.6832993299,3
SUHOPOLJE-1,693135.92,5073660.97,68.73,45.0,43.7133343979,3
SUHOPOLJE-1,693135.92,5073660.97,63.73,50.0,43.7436577105,3
SUHOPOLJE-1,693135.92,5073660.97,58.73,55.0,43.7742718991,3
SUHOPOLJE-1,693135.92,5073660.97,53.73,60.0,43.8051796111,3
SUHOPOLJE-1,693135.92,5073660.97,48.73,65.0,43.8363835105,3
SUHOPOLJE-1,693135.92,5073660.97,43.73,70.0,43.867886277,3
SUHOPOLJE-1,693135.92,5073660.97,38.73,75.0,43.899690606,3
SUHOPOLJE-1,693135.92,5073660.97,33.73,80.0,43.9317992084,3
SUHOPOLJE-1,693135.92,5073660.97,28.73,85.0,43.964137619,3
SUHOPOLJE-1,693135.92,5073660.97,23.73,90.0,43.9968602075,3
SUHOPOLJE-1,693135.92,5073660.97,18.73,95.0,44.0298952292,3
SUHOPOLJE-1,693135.92,5073660.97,13.73,100.0,44.0632454538,3
SUHOPOLJE-1,693135.92,5073660.97,8.73,105.0,44.0969136651,3
SUHOPOLJE-1,693135.92,5073660.97,3.73,110.0,44.1309026607,3
SUHOPOLJE-1,693135.92,5073660.97,-1.27,115.0,44.1652152515,3
SUHOPOLJE-1,693135.92,5073660.97,-6.27,120.0,44.1998542613,3
SUHOPOLJE-1,693135.92,5073660.97,-11.27,125.0,44.2348225268,3
SUHOPOLJE-1,693135.92,5073660.97,-16.27,130.0,44.2701228969,3
SUHOPOLJE-1,693135.92,5073660.97,-21.27,135.0,44.3057582323,3
SUHOPOLJE-1,693135.92,5073660.97,-26.27,140.0,44.3417314052,3
SUHOPOLJE-1,693135.92,5073660.97,-31.27,145.0,44.3780452988,3
SUHOPOLJE-1,693135.92,5073660.97,-36.27,150.0,44.4147028067,3
SUHOPOLJE-1,693135.92,5073660.97,-41.27,155.0,44.4517068328,3
SUHOPOLJE-1,693135.92,5073660.97,-46.27,160.0,44.4890602905,3
SUHOPOLJE-1,693135.92,5073660.97,-51.27,165.0,44.5267661021,3
SUHOPOLJE-1,693135.92,5073660.97,-56.27,170.0,44.5648271987,3
SUHOPOLJE-1,693135.92,5073660.97,-61.27,175.0,44.6032465193,3
SUHOPOLJE-1,693135.92,5073660.97,-66.27,180.0,44.6420270103,3
SUHOPOLJE-1,693135.92,5073660.97,-71.27,185.0,44.681171625,3
SUHOPOLJE-1,693135.92,5073660.97,-76.27,190.0,44.720683323,3
SUHOPOLJE-1,693135.92,5073660.97,-81.27,195.0,44.7605650695,3
SUHOPOLJE-1,693135.92,5073660.97,-86.27,200.0,44.8008198347,3
SUHOPOLJE-1,693135.92,5073660.97,-91.27,205.0,44.8414505933,3
SUHOPOLJE-1,693135.92,5073660.97,-96.27,210.0,44.8824603236,3
SUHOPOLJE-1,693135.92,5073660.97,-101.27,215.0,44.9238520068,3
SUHOPOLJE-1,693135.92,5073660.97,-106.27,220.0,44.9656286266,3
SUHOPOLJE-1,693135.92,5073660.97,-111.27,225.0,45.0077931682,3
SUHOPOLJE-1,693135.92,5073660.97,-116.27,230.0,45.0503486176,3
SUHOPOLJE-1,693135.92,5073660.97,-121.27,235.0,45.0932979607,3
SUHOPOLJE-1,693135.92,5073660.97,-126.27,240.0,45.1366441829,3
SUHOPOLJE-1,693135.92,5073660.97,-131.27,245.0,45.1803902681,3
SUHOPOLJE-1,693135.92,5073660.97,-136.27,250.0,45.2245391976,3
SUHOPOLJE-1,693135.92,5073660.97,-141.27,255.0,45.2690939496,3
SUHOPOLJE-1,693135.92,5073660.97,-146.27,260.0,45.3140574985,3
SUHOPOLJE-1,693135.92,5073660.97,-151.27,265.0,45.3594328134,3
SUHOPOLJE-1,693135.92,5073660.97,-156.27,270.0,45.4052228578,0
SUHOPOLJE-1,693135.92,5073660.97,-161.27,275.0,45.4514305883,0
SUHOPOLJE-1,693135.92,5073660.97,-166.27,280.0,45.4980589541,0
SUHOPOLJE-1,693135.92,5073660.97,-171.27,285.0,45.5451108954,0
SUHOPOLJE-1,693135.92,5073660.97,-176.27,290.0,45.5925893431,0
SUHOPOLJE-1,693135.92,5073660.97,-181.27,295.0,45.6404972175,0
SUHOPOLJE-1,693135.92,5073660.97,-186.27,300.0,45.6888374272,0
SUHOPOLJE-1,693135.92,5073660.97,-191.27,305.0,45.7376128682,0
SUHOPOLJE-1,693135.92,5073660.97,-196.27,310.0,45.7868264231,0
SUHOPOLJE-1,693135.92,5073660.97,-201.27,315.0,45.8364809597,0
SUHOPOLJE-1,693135.92,5073660.97,-206.27,320.0,45.8865793299,0
SUHOPOLJE-1,693135.92,5073660.97,-211.27,325.0,45.937124369,0
SUHOPOLJE-1,693135.92,5073660.97,-216.27,330.0,45.9881188944,0
SUHOPOLJE-1,693135.92,5073660.97,-221.27,335.0,46.0395657043,0
SUHOPOLJE-1,693135.92,5073660.97,-226.27,340.0,46.091467577,0
SUHOPOLJE-1,693135.92,5073660.97,-231.27,345.0,46.1438272694,0
SUHOPOLJE-1,693135.92,5073660.97,-236.27,350.0,46.1966475159,0
SUHOPOLJE-1,693135.92,5073660.97,-241.27,355.0,46.2499310276,0
SUHOPOLJE-1,693135.92,5073660.97,-246.27,360.0,46.3036804907,0
SUHOPOLJE-1,693135.92,5073660.97,-251.27,365.0,46.3578985654,0
SUHOPOLJE-1,693135.92,5073660.97,-256.27,370.0,46.4125878851,0
SUHOPOLJE-1,693135.92,5073660.97,-261.27,375.0,46.4677510546,0
SUHOPOLJE-1,693135.92,5073660.97,-266.27,380.0,46.5233906494,0
SUHOPOLJE-1,693135.92,5073660.97,-271.27,385.0,46.5795092143,0
SUHOPOLJE-1,693135.92,5073660.97,-276.27,390.0,46.6361092622,0
SUHOPOLJE-1,693135.92,5073660.97,-281.27,395.0,46.6931932727,0
SUHOPOLJE-1,693135.92,5073660.97,-286.27,400.0,46.7507987038,0
SUHOPOLJE-1,693135.92,5073660.97,-291.27,405.0,46.8088620778,0
SUHOPOLJE-1,693135.92,5073660.97,-296.27,410.0,46.86741678,0
SUHOPOLJE-1,693135.92,5073660.97,-301.27,415.0,46.9264651433,0
SUHOPOLJE-1,693135.92,5073660.97,-306.27,420.0,46.9860094609,0
SUHOPOLJE-1,693135.92,5073660.97,-311.27,425.0,47.046051985,0
SUHOPOLJE-1,693135.92,5073660.97,-316.27,430.0,47.1065949256,0
SUHOPOLJE-1,693135.92,5073660.97,-321.27,435.0,47.1676404489,0
SUHOPOLJE-1,693135.92,5073660.97,-326.27,440.0,47.2291906766,0
SUHOPOLJE-1,693135.92,5073660.97,-331.27,445.0,47.2912476841,0
SUHOPOLJE-1,693135.92,5073660.97,-336.27,450.0,47.3538134999,0
SUHOPOLJE-1,693135.92,5073660.97,-341.27,455.0,47.4168901036,0
SUHOPOLJE-1,693135.92,5073660.97,-346.27,460.0,47.4804794254,0
SUHOPOLJE-1,693135.92,5073660.97,-351.27,465.0,47.5445833443,0
SUHOPOLJE-1,693135.92,5073660.97,-356.27,470.0,47.6092036873,0
SUHOPOLJE-1,693135.92,5073660.97,-361.27,475.0,47.6743422281,0
SUHOPOLJE-1,693135.92,5073660.97,-366.27,480.0,47.740000686,0
SUHOPOLJE-1,693135.92,5073660.97,-371.27,485.0,47.8061807242,0
SUHOPOLJE-1,693135.92,5073660.97,-376.27,490.0,47.8728839497,0
SUHOPOLJE-1,693135.92,5073660.97,-381.27,495.0,47.9401119112,0
SUHOPOLJE-1,693135.92,5073660.97,-386.27,500.0,48.0078660983,0
SUHOPOLJE-1,693135.92,5073660.97,-391.27,505.0,48.0761479408,0
SUHOPOLJE-1,693135.92,5073660.97,-396.27,510.0,48.1449588071,0
SUHOPOLJE-1,693135.92,5073660.97,-401.27,515.0,48.2143000033,0
SUHOPOLJE-1,693135.92,5073660.97,-406.27,520.0,48.2841727723,0
SUHOPOLJE-1,693135.92,5073660.97,-411.27,525.0,48.3545782929,0
SUHOPOLJE-1,693135.92,5073660.97,-416.27,530.0,48.4255176785,0
SUHOPOLJE-1,693135.92,5073660.97,-421.27,535.0,48.4969919764,0
SUHOPOLJE-1,693135.92,5073660.97,-426.27,540.0,48.5690021668,0
SUHOPOLJE-1,693135.92,5073660.97,-431.27,545.0,48.641549162,0
SUHOPOLJE-1,693135.92,5073660.97,-436.27,550.0,48.7146338054,0
SUHOPOLJE-1,693135.92,5073660.97,-441.27,555.0,48.7882568709,0
SUHOPOLJE-1,693135.92,5073660.97,-446.27,560.0,48.8624190618,0
SUHOPOLJE-1,693135.92,5073660.97,-451.27,565.0,48.9371210103,0
SUHOPOLJE-1,693135.92,5073660.97,-456.27,570.0,49.0123632768,0
SUHOPOLJE-1,693135.92,5073660.97,-461.27,575.0,49.088146349,0
SUHOPOLJE-1,693135.92,5073660.97,-466.27,580.0,49.1644706414,0
SUHOPOLJE-1,693135.92,5073660.97,-471.27,585.0,49.2413364947,0
SUHOPOLJE-1,693135.92,5073660.97,-476.27,590.0,49.3187450039,0
SUHOPOLJE-1,693135.92,5073660.97,-481.27,595.0,49.3966946559,0
SUHOPOLJE-1,693135.92,5073660.97,-486.27,600.0,49.4751864409,0
SUHOPOLJE-1,693135.92,5073660.97,-491.27,605.0,49.554220399,0
SUHOPOLJE-1,693135.92,5073660.97,-496.27,610.0,49.6337964939,0
SUHOPOLJE-1,693135.92,5073660.97,-501.27,615.0,49.7139146127,0
SUHOPOLJE-1,693135.92,5073660.97,-506.27,620.0,49.7945745656,0
SUHOPOLJE-1,693135.92,5073660.97,-511.27,625.0,49.8757760855,0
SUHOPOLJE-1,693135.92,5073660.97,-516.27,630.0,49.9575188277,0
SUHOPOLJE-1,693135.92,5073660.97,-521.27,635.0,50.03980237,0
SUHOPOLJE-1,693135.92,5073660.97,-526.27,640.0,50.1226262123,0
SUHOPOLJE-1,693135.92,5073660.97,-531.27,645.0,50.2059897764,0
SUHOPOLJE-1,693135.92,5073660.97,-536.27,650.0,50.2898924065,0
SUHOPOLJE-1,693135.92,5073660.97,-541.27,655.0,50.3743333683,0
SUHOPOLJE-1,693135.92,5073660.97,-546.27,660.0,50.4593131494,0
SUHOPOLJE-1,693135.92,5073660.97,-551.27,665.0,50.5448282827,0
SUHOPOLJE-1,693135.92,5073660.97,-556.27,670.0,50.6308790781,0
SUHOPOLJE-1,693135.92,5073660.97,-561.27,675.0,50.7174644904,0
SUHOPOLJE-1,693135.92,5073660.97,-566.27,680.0,50.8045833967,0
SUHOPOLJE-1,693135.92,5073660.97,-571.27,685.0,50.8922345969,0
SUHOPOLJE-1,693135.92,5073660.97,-576.27,690.0,50.9804168142,0
SUHOPOLJE-1,693135.92,5073660.97,-581.27,695.0,51.0691286951,0
SUHOPOLJE-1,693135.92,5073660.97,-586.27,700.0,51.1583684734,0
SUHOPOLJE-1,693135.92,5073660.97,-591.27,705.0,51.2481351302,0
SUHOPOLJE-1,693135.92,5073660.97,-596.27,710.0,51.3384269274,0
SUHOPOLJE-1,693135.92,5073660.97,-601.27,715.0,51.4292422095,0
SUHOPOLJE-1,693135.92,5073660.97,-606.27,720.0,51.5205792464,0
SUHOPOLJE-1,693135.92,5073660.97,-611.27,725.0,51.6124362346,0
SUHOPOLJE-1,693135.92,5073660.97,-616.27,730.0,51.7048112975,0
SUHOPOLJE-1,693135.92,5073660.97,-621.27,735.0,51.7977024862,0
SUHOPOLJE-1,693135.92,5073660.97,-626.27,740.0,51.8911077799,0
SUHOPOLJE-1,693135.92,5073660.97,-631.27,745.0,51.9850250872,2
SUHOPOLJE-1,693135.92,5073660.97,-636.27,750.0,52.0794522461,2
SUHOPOLJE-1,693135.92,5073660.97,-641.27,755.0,52.1743870257,2
SUHOPOLJE-1,693135.92,5073660.97,-646.27,760.0,52.2698271263,2
SUHOPOLJE-1,693135.92,5073660.97,-651.27,765.0,52.3657701806,2
SUHOPOLJE-1,693135.92,5073660.97,-656.27,770.0,52.4622137545,2
SUHOPOLJE-1,693135.92,5073660.97,-661.27,775.0,52.5591553483,2
SUHOPOLJE-1,693135.92,5073660.97,-666.27,780.0,52.6565923972,2
SUHOPOLJE-1,693135.92,5073660.97,-671.27,785.0,52.7545222728,2
SUHOPOLJE-1,693135.92,5073660.97,-676.27,790.0,52.8529422836,2
SUHOPOLJE-1,693135.92,5073660.97,-681.27,795.0,52.9518496766,2
SUHOPOLJE-1,693135.92,5073660.97,-686.27,800.0,53.0512416378,2
SUHOPOLJE-1,693135.92,5073660.97,-691.27,805.0,53.1511152937,2
SUHOPOLJE-1,693135.92,5073660.97,-696.27,810.0,53.2514677125,2
SUHOPOLJE-1,693135.92,5073660.97,-701.27,815.0,53.3522959047,2
SUHOPOLJE-1,693135.92,5073660.97,-706.27,820.0,53.4535968247,2
SUHOPOLJE-1,693135.92,5073660.97,-711.27,825.0,53.555367372,2
SUHOPOLJE-1,693135.92,5073660.97,-716.27,830.0,53.6576043922,2
SUHOPOLJE-1,693135.92,5073660.97,-721.27,835.0,53.7603046781,2
SUHOPOLJE-1,693135.92,5073660.97,-726.27,840.0,53.8634649713,2
SUHOPOLJE-1,693135.92,5073660.97,-731.27,845.0,53.9670819632,2
SUHOPOLJE-1,693135.92,5073660.97,-736.27,850.0,54.0711522961,2
SUHOPOLJE-1,693135.92,5073660.97,-741.27,855.0,54.1756725649,2
SUHOPOLJE-1,693135.92,5073660.97,-746.27,860.0,54.280639318,2
SUHOPOLJE-1,693135.92,5073660.97,-751.27,865.0,54.3860490586,2
SUHOPOLJE-1,693135.92,5073660.97,-756.27,870.0,54.4918982462,2
SUHOPOLJE-1,693135.92,5073660.97,-761.27,875.0,54.5981832978,2
SUHOPOLJE-1,693135.92,5073660.97,-766.27,880.0,54.7049005891,2
SUHOPOLJE-1,693135.92,5073660.97,-771.27,885.0,54.8120464559,2
SUHOPOLJE-1,693135.92,5073660.97,-776.27,890.0,54.9196171954,2
SUHOPOLJE-1,693135.92,5073660.97,-781.27,895.0,55.0276090675,2
SUHOPOLJE-1,693135.92,5073660.97,-786.27,900.0,55.1360182962,2
SUHOPOLJE-1,693135.92,5073660.97,-791.27,905.0,55.2448410706,2
SUHOPOLJE-1,693135.92,5073660.97,-796.27,910.0,55.3540735466,2
SUHOPOLJE-1,693135.92,5073660.97,-801.27,915.0,55.463711848,2
SUHOPOLJE-1,693135.92,5073660.97,-806.27,920.0,55.5737520678,2
SUHOPOLJE-1,693135.92,5073660.97,-811.27,925.0,55.6841902697,2
SUHOPOLJE-1,693135.92,5073660.97,-816.27,930.0,55.795022489,2
SUHOPOLJE-1,693135.92,5073660.97,-821.27,935.0,55.9062447343,2
SUHOPOLJE-1,693135.92,5073660.97,-826.27,940.0,56.0178529886,2
SUHOPOLJE-1,693135.92,5073660.97,-831.27,945.0,56.1298432105,2
SUHOPOLJE-1,693135.92,5073660.97,-836.27,950.0,56.2422113356,2
SUHOPOLJE-1,693135.92,5073660.97,-841.27,955.0,56.3549532779,2
SUHOPOLJE-1,693135.92,5073660.97,-846.27,960.0,56.4680649305,2
SUHOPOLJE-1,693135.92,5073660.97,-851.27,965.0,56.5815421677,2
SUHOPOLJE-1,693135.92,5073660.97,-856.27,970.0,56.6953808453,2
SUHOPOLJE-1,693135.92,5073660.97,-861.27,975.0,56.8095768025,2
SUHOPOLJE-1,693135.92,5073660.97,-866.27,980.0,56.924125863,2
SUHOPOLJE-1,693135.92,5073660.97,-871.27,985.0,57.0390238358,2
SUHOPOLJE-1,693135.92,5073660.97,-876.27,990.0,57.1542665168,2
SUHOPOLJE-1,693135.92,5073660.97,-881.27,995.0,57.26984969,2
SUHOPOLJE-1,693135.92,5073660.97,-886.27,1000.0,57.3857691282,2
SUHOPOLJE-1,693135.92,5073660.97,-891.27,1005.0,57.5020205947,2
SUHOPOLJE-1,693135.92,5073660.97,-896.27,1010.0,57.618599844,2
SUHOPOLJE-1,693135.92,5073660.97,-901.27,1015.0,57.7355026233,2
SUHOPOLJE-1,693135.92,5073660.97,-906.27,1020.0,57.8527246731,2
SUHOPOLJE-1,693135.92,5073660.97,-911.27,1025.0,57.970261729,2
SUHOPOLJE-1,693135.92,5073660.97,-916.27,1030.0,58.0881095219,2
SUHOPOLJE-1,693135.92,5073660.97,-921.27,1035.0,58.2062637798,2
SUHOPOLJE-1,693135.92,5073660.97,-926.27,1040.0,58.3247202287,2
SUHOPOLJE-1,693135.92,5073660.97,-931.27,1045.0,58.4434745932,2
SUHOPOLJE-1,693135.92,5073660.97,-936.27,1050.0,58.5625225979,2
SUHOPOLJE-1,693135.92,5073660.97,-941.27,1055.0,58.6818599684,2
SUHOPOLJE-1,693135.92,5073660.97,-946.27,1060.0,58.801482432,2
SUHOPOLJE-1,693135.92,5073660.97,-951.27,1065.0,58.9213857192,2
SUHOPOLJE-1,693135.92,5073660.97,-956.27,1070.0,59.0415655639,2
SUHOPOLJE-1,693135.92,5073660.97,-961.27,1075.0,59.1620308134,2
SUHOPOLJE-1,693135.92,5073660.97,-966.27,1080.0,59.2827508878,2
SUHOPOLJE-1,693135.92,5073660.97,-971.27,1085.0,59.403734732,2
SUHOPOLJE-1,693135.92,5073660.97,-976.27,1090.0,59.5249781035,2
SUHOPOLJE-1,693135.92,5073660.97,-981.27,1095.0,59.6464767684,2
SUHOPOLJE-1,693135.92,5073660.97,-986.27,1100.0,59.7682265017,2
SUHOPOLJE-1,693135.92,5073660.97,-991.27,1105.0,59.8902230885,2
SUHOPOLJE-1,693135.92,5073660.97,-996.27,1110.0,60.0124623249,2
SUHOPOLJE-1,693135.92,5073660.97,-1001.27,1115.0,60.1349545621,2
SUHOPOLJE-1,693135.92,5073660.97,-1006.27,1120.0,60.2576668361,2
SUHOPOLJE-1,693135.92,5073660.97,-1011.27,1125.0,60.3806092189,2
SUHOPOLJE-1,693135.92,5073660.97,-1016.27,1130.0,60.5037775576,2
SUHOPOLJE-1,693135.92,5073660.97,-1021.27,1135.0,60.6271677144,2
SUHOPOLJE-1,693135.92,5073660.97,-1026.27,1140.0,60.7507755669,2
SUHOPOLJE-1,693135.92,5073660.97,-1031.27,1145.0,60.8745970088,2
SUHOPOLJE-1,693135.92,5073660.97,-1036.27,1150.0,60.9986279511,2
SUHOPOLJE-1,693135.92,5073660.97,-1041.27,1155.0,61.1228643223,2
SUHOPOLJE-1,693135.92,5073660.97,-1046.27,1160.0,61.2473020695,2
SUHOPOLJE-1,693135.92,5073660.97,-1051.27,1165.0,61.3719371587,2
SUHOPOLJE-1,693135.92,5073660.97,-1056.27,1170.0,61.4967655757,2
SUHOPOLJE-1,693135.92,5073660.97,-1061.27,1175.0,61.6217833268,2
SUHOPOLJE-1,693135.92,5073660.97,-1066.27,1180.0,61.7469864392,2
SUHOPOLJE-1,693135.92,5073660.97,-1071.27,1185.0,61.872370962,2
SUHOPOLJE-1,693135.92,5073660.97,-1076.27,1190.0,61.9979329665,2
SUHOPOLJE-1,693135.92,5073660.97,-1081.27,1195.0,62.1236685468,2
SUHOPOLJE-1,693135.92,5073660.97,-1086.27,1200.0,62.2495738208,2
SUHOPOLJE-1,693135.92,5073660.97,-1091.27,1205.0,62.3756449303,2
SUHOPOLJE-1,693135.92,5073660.97,-1096.27,1210.0,62.5018780419,2
SUHOPOLJE-1,693135.92,5073660.97,-1101.27,1215.0,62.6282693475,2
SUHOPOLJE-1,693135.92,5073660.97,-1106.27,1220.0,62.7548150647,2
SUHOPOLJE-1,693135.92,5073660.97,-1111.27,1225.0,62.8815114377,2
SUHOPOLJE-1,693135.92,5073660.97,-1116.27,1230.0,63.0083547373,2
SUHOPOLJE-1,693135.92,5073660.97,-1121.27,1235.0,63.1353412621,2
SUHOPOLJE-1,693135.92,5073660.97,-1126.27,1240.0,63.2624673385,2
SUHOPOLJE-1,693135.92,5073660.97,-1131.27,1245.0,63.3897293214,2
SUHOPOLJE-1,693135.92,5073660.97,-1136.27,1250.0,63.5171235947,2
SUHOPOLJE-1,693135.92,5073660.97,-1141.27,1255.0,63.6446465718,2
SUHOPOLJE-1,693135.92,5073660.97,-1146.27,1260.0,63.772294696,2
SUHOPOLJE-1,693135.92,5073660.97,-1151.27,1265.0,63.9000644412,2
SUHOPOLJE-1,693135.92,5073660.97,-1156.27,1270.0,64.0279523122,2
SUHOPOLJE-1,693135.92,5073660.97,-1161.27,1275.0,64.155954845,2
SUHOPOLJE-1,693135.92,5073660.97,-1166.27,1280.0,64.2840686077,2
SUHOPOLJE-1,693135.92,5073660.97,-1171.27,1285.0,64.4122902005,2
SUHOPOLJE-1,693135.92,5073660.97,-1176.27,1290.0,64.5406162565,2
SUHOPOLJE-1,693135.92,5073660.97,-1181.27,1295.0,64.6690434417,2
SUHOPOLJE-1,693135.92,5073660.97,-1186.27,1300.0,64.7975684558,2
SUHOPOLJE-1,693135.92,5073660.97,-1191.27,1305.0,64.9261880326,2
SUHOPOLJE-1,693135.92,5073660.97,-1196.27,1310.0,65.0548989402,2
SUHOPOLJE-1,693135.92,5073660.97,-1201.27,1315.0,65.1836979815,2
SUHOPOLJE-1,693135.92,5073660.97,-1206.27,1320.0,65.3125819944,2
SUHOPOLJE-1,693135.92,5073660.97,-1211.27,1325.0,65.4415478527,2
SUHOPOLJE-1,693135.92,5073660.97,-1216.27,1330.0,65.5705924658,2
SUHOPOLJE-1,693135.92,5073660.97,-1221.27,1335.0,65.6997127797,2
SUHOPOLJE-1,693135.92,5073660.97,-1226.27,1340.0,65.8289057769,2
SUHOPOLJE-1,693135.92,5073660.97,-1231.27,1345.0,65.9581684768,2
SUHOPOLJE-1,693135.92,5073660.97,-1236.27,1350.0,66.0874979364,2
SUHOPOLJE-1,693135.92,5073660.97,-1241.27,1355.0,66.2168912503,2
SUHOPOLJE-1,693135.92,5073660.97,-1246.27,1360.0,66.3463455509,2
SUHOPOLJE-1,693135.92,5073660.97,-1251.27,1365.0,66.4758580092,2
SUHOPOLJE-1,693135.92,5073660.97,-1256.27,1370.0,66.6054258346,2
SUHOPOLJE-1,693135.92,5073660.97,-1261.27,1375.0,66.7350462756,2
SUHOPOLJE-1,693135.92,5073660.97,-1266.27,1380.0,66.8647166199,2
SUHOPOLJE-1,693135.92,5073660.97,-1271.27,1385.0,66.9944341947,2
SUHOPOLJE-1,693135.92,5073660.97,-1276.27,1390.0,67.1241963668,2
SUHOPOLJE-1,693135.92,5073660.97,-1281.27,1395.0,67.2540005431,2
