holeid,x,y,z,MD,TVD,GM_lthology
Unknown_2,691636.55,5072723.1,-3034.02,3170.0,3170.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3039.02,3175.0,3175.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3044.02,3180.0,3180.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3049.02,3185.0,3185.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3054.02,3190.0,3190.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3059.02,3195.0,3195.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3064.02,3200.0,3200.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3069.02,3205.0,3205.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3074.02,3210.0,3210.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3079.02,3215.0,3215.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3084.02,3220.0,3220.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3089.02,3225.0,3225.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3094.02,3230.0,3230.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3099.02,3235.0,3235.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3104.02,3240.0,3240.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3109.02,3245.0,3245.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3114.02,3250.0,3250.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3119.02,3255.0,3255.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3124.02,3260.0,3260.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3129.02,3265.0,3265.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3134.02,3270.0,3270.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3139.02,3275.0,3275.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3144.02,3280.0,3280.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3149.02,3285.0,3285.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3154.02,3290.0,3290.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3159.02,3295.0,3295.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3164.02,3300.0,3300.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3169.02,3305.0,3305.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3174.02,3310.0,3310.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3179.02,3315.0,3315.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3184.02,3320.0,3320.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3189.02,3325.0,3325.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3194.02,3330.0,3330.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3199.02,3335.0,3335.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3204.02,3340.0,3340.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3209.02,3345.0,3345.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3214.02,3350.0,3350.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3219.02,3355.0,3355.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3224.02,3360.0,3360.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3229.02,3365.0,3365.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3234.02,3370.0,3370.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3239.02,3375.0,3375.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3244.02,3380.0,3380.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3249.02,3385.0,3385.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3254.02,3390.0,3390.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3259.02,3395.0,3395.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3264.02,3400.0,3400.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3269.02,3405.0,3405.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3274.02,3410.0,3410.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3279.02,3415.0,3415.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3284.02,3420.0,3420.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3289.02,3425.0,3425.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3294.02,3430.0,3430.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3299.02,3435.0,3435.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3304.02,3440.0,3440.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3309.02,3445.0,3445.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3314.02,3450.0,3450.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3319.02,3455.0,3455.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3324.02,3460.0,3460.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3329.02,3465.0,3465.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3334.02,3470.0,3470.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3339.02,3475.0,3475.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3344.02,3480.0,3480.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3349.02,3485.0,3485.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3354.02,3490.0,3490.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3359.02,3495.0,3495.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3364.02,3500.0,3500.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3369.02,3505.0,3505.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3374.02,3510.0,3510.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3379.02,3515.0,3515.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3384.02,3520.0,3520.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3389.02,3525.0,3525.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3394.02,3530.0,3530.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3399.02,3535.0,3535.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3404.02,3540.0,3540.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3409.02,3545.0,3545.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3414.02,3550.0,3550.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3419.02,3555.0,3555.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3424.02,3560.0,3560.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3429.02,3565.0,3565.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3434.02,3570.0,3570.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3439.02,3575.0,3575.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3444.02,3580.0,3580.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3449.02,3585.0,3585.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3454.02,3590.0,3590.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3459.02,3595.0,3595.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3464.02,3600.0,3600.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3469.02,3605.0,3605.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3474.02,3610.0,3610.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3479.02,3615.0,3615.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3484.02,3620.0,3620.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3489.02,3625.0,3625.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3494.02,3630.0,3630.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3499.02,3635.0,3635.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3504.02,3640.0,3640.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3509.02,3645.0,3645.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3514.02,3650.0,3650.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3519.02,3655.0,3655.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3524.02,3660.0,3660.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3529.02,3665.0,3665.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3534.02,3670.0,3670.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3539.02,3675.0,3675.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3544.02,3680.0,3680.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3549.02,3685.0,3685.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3554.02,3690.0,3690.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3559.02,3695.0,3695.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3564.02,3700.0,3700.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3569.02,3705.0,3705.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3574.02,3710.0,3710.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3579.02,3715.0,3715.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3584.02,3720.0,3720.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3589.02,3725.0,3725.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3594.02,3730.0,3730.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3599.02,3735.0,3735.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3604.02,3740.0,3740.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3609.02,3745.0,3745.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3614.02,3750.0,3750.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3619.02,3755.0,3755.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3624.02,3760.0,3760.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3629.02,3765.0,3765.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3634.02,3770.0,3770.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3639.02,3775.0,3775.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3644.02,3780.0,3780.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3649.02,3785.0,3785.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3654.02,3790.0,3790.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3659.02,3795.0,3795.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3664.02,3800.0,3800.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3669.02,3805.0,3805.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3674.02,3810.0,3810.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3679.02,3815.0,3815.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3684.02,3820.0,3820.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3689.02,3825.0,3825.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3694.02,3830.0,3830.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3699.02,3835.0,3835.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3704.02,3840.0,3840.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3709.02,3845.0,3845.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3714.02,3850.0,3850.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3719.02,3855.0,3855.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3724.02,3860.0,3860.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3729.02,3865.0,3865.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3734.02,3870.0,3870.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3739.02,3875.0,3875.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3744.02,3880.0,3880.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3749.02,3885.0,3885.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3754.02,3890.0,3890.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3759.02,3895.0,3895.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3764.02,3900.0,3900.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3769.02,3905.0,3905.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3774.02,3910.0,3910.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3779.02,3915.0,3915.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3784.02,3920.0,3920.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3789.02,3925.0,3925.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3794.02,3930.0,3930.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3799.02,3935.0,3935.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3804.02,3940.0,3940.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3809.02,3945.0,3945.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3814.02,3950.0,3950.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3819.02,3955.0,3955.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3824.02,3960.0,3960.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3829.02,3965.0,3965.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3834.02,3970.0,3970.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3839.02,3975.0,3975.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3844.02,3980.0,3980.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3849.02,3985.0,3985.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3854.02,3990.0,3990.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3859.02,3995.0,3995.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3864.02,4000.0,4000.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3869.02,4005.0,4005.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3874.02,4010.0,4010.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3879.02,4015.0,4015.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3884.02,4020.0,4020.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3889.02,4025.0,4025.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3894.02,4030.0,4030.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3899.02,4035.0,4035.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3904.02,4040.0,4040.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3909.02,4045.0,4045.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3914.02,4050.0,4050.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3919.02,4055.0,4055.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3924.02,4060.0,4060.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3929.02,4065.0,4065.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3934.02,4070.0,4070.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3939.02,4075.0,4075.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3944.02,4080.0,4080.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3949.02,4085.0,4085.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3954.02,4090.0,4090.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3959.02,4095.0,4095.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3964.02,4100.0,4100.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3969.02,4105.0,4105.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3974.02,4110.0,4110.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3979.02,4115.0,4115.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3984.02,4120.0,4120.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3989.02,4125.0,4125.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3994.02,4130.0,4130.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-3999.02,4135.0,4135.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4004.02,4140.0,4140.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4009.02,4145.0,4145.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4014.02,4150.0,4150.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4019.02,4155.0,4155.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4024.02,4160.0,4160.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4029.02,4165.0,4165.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4034.02,4170.0,4170.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4039.02,4175.0,4175.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4044.02,4180.0,4180.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4049.02,4185.0,4185.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4054.02,4190.0,4190.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4059.02,4195.0,4195.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4064.02,4200.0,4200.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4069.02,4205.0,4205.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4074.02,4210.0,4210.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4079.02,4215.0,4215.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4084.02,4220.0,4220.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4089.02,4225.0,4225.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4094.02,4230.0,4230.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4099.02,4235.0,4235.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4104.02,4240.0,4240.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4109.02,4245.0,4245.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4114.02,4250.0,4250.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4119.02,4255.0,4255.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4124.02,4260.0,4260.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4129.02,4265.0,4265.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4134.02,4270.0,4270.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4139.02,4275.0,4275.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4144.02,4280.0,4280.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4149.02,4285.0,4285.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4154.02,4290.0,4290.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4159.02,4295.0,4295.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4164.02,4300.0,4300.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4169.02,4305.0,4305.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4174.02,4310.0,4310.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4179.02,4315.0,4315.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4184.02,4320.0,4320.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4189.02,4325.0,4325.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4194.02,4330.0,4330.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4199.02,4335.0,4335.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4204.02,4340.0,4340.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4209.02,4345.0,4345.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4214.02,4350.0,4350.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4219.02,4355.0,4355.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4224.02,4360.0,4360.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4229.02,4365.0,4365.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4234.02,4370.0,4370.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4239.02,4375.0,4375.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4244.02,4380.0,4380.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4249.02,4385.0,4385.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4254.02,4390.0,4390.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4259.02,4395.0,4395.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4264.02,4400.0,4400.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4269.02,4405.0,4405.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4274.02,4410.0,4410.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4279.02,4415.0,4415.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4284.02,4420.0,4420.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4289.02,4425.0,4425.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4294.02,4430.0,4430.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4299.02,4435.0,4435.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4304.02,4440.0,4440.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4309.02,4445.0,4445.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4314.02,4450.0,4450.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4319.02,4455.0,4455.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4324.02,4460.0,4460.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4329.02,4465.0,4465.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4334.02,4470.0,4470.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4339.02,4475.0,4475.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4344.02,4480.0,4480.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4349.02,4485.0,4485.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4354.02,4490.0,4490.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4359.02,4495.0,4495.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4364.02,4500.0,4500.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4369.02,4505.0,4505.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4374.02,4510.0,4510.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4379.02,4515.0,4515.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4384.02,4520.0,4520.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4389.02,4525.0,4525.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4394.02,4530.0,4530.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4399.02,4535.0,4535.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4404.02,4540.0,4540.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4409.02,4545.0,4545.0,Quartz Sandstones and Conglomerates 1
Unknown_2,691636.55,5072723.1,-4414.02,4550.0,4550.0,Quartz Sandstones and Conglomerates 1
